rental_time,place_code,place_name,rental_category,gender,age,count,exercise,carbon,travel_distance,travel_time
11,331,을지로2가 사거리 북측,정기,M,20대,1,33.11,0.18,760,3
11,344,성균관대 E하우스 앞,정기,M,20대,3,176.51,1.19,5150,42
11,127,현대벤처빌 앞,정기,M,20대,1,30.63,0.28,1190,5
11,144,공덕역 8번출구,정기,M,30대,1,42.77,0.31,1350,8
11,529,장한평역 8번 출구 앞,정기,M,30대,1,107.81,0.77,3320,13
11,309,광화문역 6번출구 옆,정기,M,40대,1,123.04,1.11,4780,40
11,340,혜화동 로터리,정기,M,40대,1,18.85,0.16,680,3
11,250,대림아파트 사거리,일일(회원),F,20대,1,48.65,0.44,1890,16
11,207,여의나루역 1번출구 앞,일일(회원),F,20대,1,16.47,0.19,800,7
11,205,산업은행 앞,일일(회원),F,40대,1,167.15,2.18,9380,58
11,272,당산육갑문,일일(회원),M,20대,1,346.58,2.54,10940,38
12,179,가좌역 4번출구 앞,정기,F,20대,1,23.95,0.26,1120,4
12,315,신한은행 안국역지점 옆,정기,F,30대,1,21.83,0.25,1060,6
12,637,KAIST 경영대학 앞,정기,F,30대,1,54.64,0.51,2190,13
12,172,서대문소방서,정기,F,40대,2,141.62,1.34,5810,41
12,252,보라매역4번출구,정기,F,40대,1,90.25,1.0,4300,25
12,358,성대입구 사거리,정기,M,20대,1,19.86,0.2,850,3
12,372,약수역 3번출구 뒤,정기,M,20대,1,127.41,1.15,4950,34
12,118,광흥창역 2번출구 앞,정기,M,20대,1,31.66,0.29,1230,7
12,168,남가좌동 사거리,정기,M,20대,1,297.61,3.29,14180,9
12,122,신성기사식당 앞,정기,M,20대,1,23.13,0.17,730,3
12,184,SK망원동주유소 건너편,정기,M,20대,1,49.94,0.45,1940,8
12,579,마장역 4번출구,정기,M,20대,1,38.35,0.35,1490,23
12,382,약수역 10번출구 앞,정기,M,30대,1,135.65,1.22,5270,23
12,241,신길우성1차아파트 앞 공원,정기,M,30대,1,66.15,0.6,2570,18
12,255,도림4거리,정기,M,30대,1,66.53,0.52,2240,15
12,229,양평1 보행육교 앞,정기,M,40대,1,57.02,0.42,1800,21
12,135,명물길 원형무대 앞,정기,M,40대,1,41.59,0.27,1180,6
12,216,삼부아파트1동 앞,정기,M,40대,1,75.95,0.64,2740,40
12,348,독립문역 사거리,정기,M,50대,1,55.74,0.47,2040,11
12,152,마포구민체육센터 앞,정기,M,50대,1,70.29,0.82,3550,21
12,613,신설동역 10번출구 앞,정기,M,50대,1,9.98,0.09,400,2
12,904,은평뉴타운 푸르지오,정기,M,50대,1,63.99,0.47,2020,10
12,413,상암월드컵파크 3단지 후문,정기,M,50대,1,31.15,0.26,1140,4
12,210,IFC몰,일일(회원),F,30대,1,78.41,0.84,3600,30
12,221,여의도초교 앞,일일(회원),M,20대,1,49.9,0.41,1750,8
12,406,상암월드컵파크 7단지 앞,일일(회원),M,40대,1,108.05,0.74,3210,15
12,548,자양나들목,단체,F,50대,3,405.11,3.96,17050,121
12,638,서울시립대 정보기술관,일일(2시간권),M,40대,1,184.04,1.66,7150,61
13,359,원남동사거리,정기,F,20대,1,36.45,0.41,1770,27
13,272,당산육갑문,정기,F,20대,1,434.02,3.18,13700,52
13,903,은평뉴타운 아이파크,정기,F,20대,1,33.36,0.36,1560,9
13,104,합정역 1번출구 앞,정기,F,20대,2,74.03,0.7,3040,17
13,369,광화문 시민열린마당,정기,F,30대,1,37.32,0.34,1450,4
13,401,상암월드컵파크 10단지 앞,정기,F,30대,1,92.92,0.84,3610,28
13,151,망원1동주민센터,정기,F,40대,1,97.55,0.88,3790,23
13,328,탑골공원 앞,정기,M,20대,2,91.64,0.84,3590,45
13,362,청계8가 사거리,정기,M,20대,1,125.45,1.22,5280,31
13,375,다산 어린이공원,정기,M,20대,1,40.99,0.32,1380,10
13,124,서강대 정문 건너편,정기,M,20대,2,51.77,0.35,1520,17
13,609,제기2교,정기,M,20대,1,27.54,0.25,1070,4
13,903,은평뉴타운 아이파크,정기,M,20대,1,39.9,0.36,1550,6
13,126,서강대 후문 옆,정기,M,30대,1,62.07,0.48,2090,26
13,623,서울시립대 정문 앞,정기,M,30대,1,45.03,0.32,1370,38
13,209,유진투자증권빌딩 앞,정기,M,30대,1,42.77,0.31,1350,6
13,512,뚝섬역 1번 출구 옆,정기,M,40대,1,157.45,1.3,5600,41
13,557,도선동 주민센터 앞,정기,M,40대,1,10.61,0.09,400,3
13,900,은평예술회관,정기,M,40대,1,38.1,0.34,1480,9
13,205,산업은행 앞,정기,M,40대,1,115.87,0.97,4180,26
13,217,NH농협은행 앞,정기,M,40대,1,67.64,0.54,2340,12
13,223,진주아파트상가 앞,정기,M,40대,1,48.83,0.32,1370,7
13,222,시범아파트버스정류장 옆,정기,M,50대,1,37.42,0.29,1260,5
13,226,샛강역 1번출구 앞,일일(회원),F,20대,1,92.66,1.09,4680,32
13,635,시조사 앞 (청량고정문 옆),일일(회원),M,20대,1,135.67,1.32,5710,50
13,216,삼부아파트1동 앞,일일(회원),M,20대,1,32.16,0.27,1160,6
13,548,자양나들목,일일(회원),M,60대,1,227.22,1.75,7550,45
13,137,NH농협 신촌지점 앞,단체,M,20대,2,164.93,1.38,5950,48
13,272,당산육갑문,일일(2시간권),M,30대,1,403.35,3.64,15670,158
14,259,대방역6번출구,정기,F,20대,1,178.68,1.74,7520,52
14,809,한남 유수지 복개주차장,정기,F,20대,1,269.6,1.97,8510,37
14,230,영등포구청역 1번출구,정기,F,20대,1,22.82,0.2,860,7
14,933,LG서비스 역촌점,정기,F,20대,1,37.82,0.44,1910,14
14,107,신한은행 서교동금융센터점 앞,정기,F,20대,1,33.63,0.35,1490,12
14,300,정동사거리,정기,F,30대,1,63.84,0.58,2480,28
14,526,용답토속공원 앞,정기,F,30대,1,17.17,0.12,510,4
14,183,하늘채코오롱아파트 건너편,정기,F,30대,2,24.39,0.26,1120,18
14,199,서울 월드컵 경기장,정기,F,40대,1,20.91,0.2,880,16
14,222,시범아파트버스정류장 옆,정기,F,40대,1,22.22,0.24,1020,6
14,194,증산교 앞,정기,F,60대,1,205.72,2.41,10390,46
14,514,성수사거리 버스정류장 앞,정기,M,20대,1,20.2,0.14,600,2
14,339,종로4가 사거리,정기,M,20대,1,73.35,0.68,2940,23
14,369,광화문 시민열린마당,정기,M,20대,1,22.45,0.19,810,4
14,152,마포구민체육센터 앞,정기,M,20대,1,107.49,1.21,5220,22
14,164,북가좌1동 주민센터,정기,M,20대,1,101.69,0.74,3210,15
14,184,SK망원동주유소 건너편,정기,M,20대,1,234.27,2.29,9860,111
14,581,용답초등학교,정기,M,20대,1,131.79,1.19,5120,20
14,636,세종대왕기념관 교차로,정기,M,20대,1,429.6,3.87,16690,59
14,931,역촌파출소,정기,M,20대,1,50.7,0.45,1940,12
14,344,성균관대 E하우스 앞,정기,M,30대,1,52.27,0.38,1650,12
14,354,포르투갈 대사관 앞,정기,M,30대,1,47.65,0.44,1910,7
14,162,봉원고가차도 밑,정기,M,30대,1,102.55,0.77,3320,16
14,126,서강대 후문 옆,정기,M,30대,1,12.87,0.12,500,2
14,131,증산2교,정기,M,30대,1,54.31,0.49,2110,46
14,268,그랜드컨벤션센터 앞,정기,M,30대,1,50.25,0.33,1410,14
14,218,증권거래소 앞,정기,M,30대,1,17.5,0.15,650,3
14,222,시범아파트버스정류장 옆,정기,M,30대,1,29.15,0.21,920,6
14,565,옥수역 3번출구,정기,M,40대,1,45.6,0.47,2020,31
14,199,서울 월드컵 경기장,정기,M,40대,1,22.3,0.2,880,13
14,906,연신내역 5번출구150M 아래,정기,M,40대,1,47.85,0.37,1590,6
14,601,용신동주민센터,정기,M,50대,1,90.19,0.68,2920,26
14,105,합정역 5번출구 앞,정기,M,50대,1,56.63,0.66,2860,17
14,505,자양사거리 광진아크로텔 앞,일일(회원),F,20대,1,70.49,0.83,3560,128
14,535,응봉삼거리,일일(회원),F,20대,1,133.95,1.43,6150,36
14,307,서울역사박물관 앞,일일(회원),F,30대,1,165.09,1.76,7580,46
14,906,연신내역 5번출구150M 아래,일일(회원),F,50대,1,64.35,0.58,2500,15
14,418,월드컵경기장역 3번출구 옆,일일(회원),F,60대,1,251.26,2.73,11750,50
14,505,자양사거리 광진아크로텔 앞,일일(회원),M,20대,1,95.63,0.8,3450,127
14,250,대림아파트 사거리,일일(회원),M,20대,1,49.68,0.45,1930,40
14,553,중곡 성원APT 앞,일일(회원),M,20대,1,117.14,1.14,4930,43
14,928,은평역사한옥박물관,일일(회원),M,20대,1,269.24,2.43,10460,46
14,502,뚝섬유원지역 1번출구 앞,일일(회원),M,30대,1,222.16,1.74,7480,58
14,186,월드컵공원,일일(회원),M,40대,1,205.29,1.5,6480,34
14,412,DMC산학협력연구센터 앞,일일(회원),M,40대,1,149.28,1.15,4960,46
14,179,가좌역 4번출구 앞,일일(회원),M,50대,1,347.76,2.79,12030,50
14,117,홍은사거리,일일(2시간권),F,20대,1,502.29,4.9,21140,114
15,542,강변역 4번출구 뒤,정기,F,20대,1,9.69,0.08,360,3
15,812,용산전쟁기념관,정기,F,20대,1,40.88,0.41,1780,10
15,312,시청역 1번출구 뒤,정기,F,30대,1,37.32,0.34,1450,7
15,332,을지로2가 사거리 남측,정기,F,30대,1,0.0,0.0,0,32
15,822,이촌1동 마을공원,정기,F,30대,1,113.77,1.03,4420,20
15,415,DMC역 9번출구 앞,정기,F,30대,1,30.6,0.39,1680,12
15,553,중곡 성원APT 앞,정기,F,40대,1,332.3,3.0,12910,56
15,720,서울강월초등학교 앞,정기,F,40대,1,138.48,1.25,5380,53
15,907,CJ 드림시티,정기,F,40대,1,42.13,0.31,1330,10
15,419,홈플러스 앞,정기,F,40대,1,0.0,0.0,0,26
15,565,옥수역 3번출구,정기,F,50대,1,213.01,1.89,8150,43
15,339,종로4가 사거리,정기,M,20대,1,41.7,0.38,1620,9
15,145,공덕역 5번출구,정기,M,20대,1,90.6,0.82,3520,19
15,172,서대문소방서,정기,M,20대,1,46.95,0.35,1520,7
15,125,서강대 남문 옆,정기,M,20대,1,17.23,0.13,580,3
15,253,신풍역 5번출구 인근,정기,M,20대,1,47.78,0.29,1270,7
15,560,비전교회 앞,정기,M,20대,1,117.22,0.93,4000,20
15,906,연신내역 5번출구150M 아래,정기,M,20대,1,269.28,1.58,6800,86
15,219,롯데캐슬엠파이어 옆,정기,M,20대,1,21.62,0.19,840,3
15,300,정동사거리,정기,M,30대,1,77.48,0.7,3010,11
15,152,마포구민체육센터 앞,정기,M,30대,1,32.43,0.24,1050,3
15,385,종각역 5번출구,정기,M,30대,1,73.87,0.67,2870,41
15,822,이촌1동 마을공원,정기,M,30대,1,107.4,0.89,3820,20
15,931,역촌파출소,정기,M,30대,1,41.96,0.38,1630,9
15,402,상암월드컵파크 9단지 앞,정기,M,30대,1,42.41,0.35,1530,8
15,247,당산역 10번출구 앞,정기,M,40대,1,140.54,1.27,5460,38
15,633,청량리 기업은행 앞,정기,M,40대,1,36.81,0.33,1430,12
15,402,상암월드컵파크 9단지 앞,정기,M,40대,1,74.69,0.53,2300,54
15,419,홈플러스 앞,정기,M,40대,1,36.59,0.31,1320,8
15,415,DMC역 9번출구 앞,정기,M,40대,1,37.42,0.31,1350,8
15,367,독립문역 3-1번출구,정기,M,50대,1,63.06,0.57,2450,28
15,613,신설동역 10번출구 앞,정기,M,50대,1,64.63,0.47,2040,11
15,926,불광역 8번출구,정기,M,70대~,1,137.93,0.9,3870,29
15,147,마포역 4번출구 뒤,일일(회원),F,20대,1,221.11,1.99,8590,36
15,231,남부고용노동지청 남측,일일(회원),F,20대,1,163.92,1.81,7810,59
15,195,모래내고가차도,일일(회원),F,20대,1,28.52,0.34,1470,13
15,559,왕십리역 4번 출구 건너편,일일(회원),F,40대,1,436.89,3.41,14710,79
15,232,양평우림 이비즈센타 앞,일일(회원),M,20대,1,348.78,3.14,13550,103
15,624,전농동 동아아파트 앞,일일(회원),M,20대,1,25.74,0.23,1000,5
15,199,서울 월드컵 경기장,일일(회원),M,20대,1,199.25,1.39,5990,32
15,501,광진구의회 앞,일일(회원),M,20대,1,90.48,1.1,4760,46
15,900,은평예술회관,일일(비회원),M,20대,1,112.48,1.01,4370,28
15,225,앙카라공원 앞,일일(비회원),M,20대,1,30.37,0.27,1180,18
15,418,월드컵경기장역 3번출구 옆,일일(비회원),M,20대,1,113.0,1.02,4390,54
15,304,광화문역 2번출구 앞,일일(2시간권),M,20대,1,107.34,0.97,4170,79
15,339,종로4가 사거리,일일(2시간권),M,20대,4,270.68,2.4,10350,158
15,205,산업은행 앞,일일(2시간권),M,40대,1,148.78,1.34,5780,109
15,304,광화문역 2번출구 앞,일일(2시간권),M,50대,1,109.65,0.99,4260,91
16,162,봉원고가차도 밑,정기,F,~10대,1,68.31,0.8,3450,23
16,156,서울서부지방법원 앞,정기,F,20대,1,24.52,0.3,1290,11
16,815,LIG강촌아파트 103동앞,정기,F,20대,1,124.79,1.41,6060,24
16,568,청계8가사거리 부근,정기,F,20대,1,17.9,0.52,2260,15
16,907,CJ 드림시티,정기,F,20대,1,54.05,0.49,2100,19
16,409,누리꿈스퀘어 옆,정기,F,20대,1,129.18,1.08,4660,34
16,302,경복궁역 4번출구 뒤,정기,F,30대,1,222.29,1.69,7290,44
16,148,용강동 주민센터 앞,정기,F,30대,1,44.67,0.44,1880,12
16,550,서울시설공단 앞,정기,F,30대,1,13.29,0.14,610,2
16,326,안국역 5번출구 앞,정기,F,40대,1,39.38,0.35,1530,10
16,361,동묘앞역 1번출구 뒤,정기,F,40대,1,26.12,0.23,970,6
16,113,홍대입구역 2번출구 앞,정기,F,50대,1,188.42,1.7,7320,40
16,115,사루비아 빌딩 앞,정기,M,20대,1,64.46,0.52,2230,26
16,146,마포역 1번출구 뒤,정기,M,20대,1,55.44,0.32,1400,58
16,151,망원1동주민센터,정기,M,20대,1,63.88,0.51,2180,9
16,154,마포구청역,정기,M,20대,1,117.07,0.88,3790,25
16,608,전농삼성아파트,정기,M,20대,1,33.79,0.25,1080,6
16,562,군자지하보도 앞,정기,M,20대,1,43.72,0.32,1380,56
16,568,청계8가사거리 부근,정기,M,20대,2,128.57,0.98,4240,27
16,574,아차산역4번출구,정기,M,20대,1,90.86,0.82,3530,17
16,502,뚝섬유원지역 1번출구 앞,정기,M,20대,1,48.79,0.41,1760,11
16,242,신길선원가와인아파트 앞,정기,M,40대,1,111.45,1.0,4330,29
16,708,서울출입국관리사무소 앞,정기,M,40대,1,92.66,0.84,3600,125
16,186,월드컵공원,정기,M,40대,1,109.06,1.06,4590,28
16,264,교보생명보험 앞,정기,M,40대,1,38.04,0.26,1130,14
16,203,국회의사당역 3번출구 옆,정기,M,40대,1,235.92,1.57,6770,32
16,222,시범아파트버스정류장 옆,정기,M,40대,1,30.89,0.28,1200,8
16,631,답십리역 1번출구,정기,M,50대,1,299.87,2.7,11650,72
16,218,증권거래소 앞,정기,M,50대,1,15.35,0.13,570,5
16,417,DMC역 2번출구 옆,정기,M,70대~,1,64.9,0.56,2410,12
16,516,광진메디칼 앞,일일(회원),F,20대,2,174.74,1.83,7880,73
16,543,구의공원(테크노마트 앞),일일(회원),F,20대,1,147.5,1.8,7760,52
16,222,시범아파트버스정류장 옆,일일(회원),F,20대,1,150.4,1.47,6330,67
16,914,새절역 2번출구,일일(회원),F,30대,1,317.55,3.38,14580,57
16,501,광진구의회 앞,일일(회원),M,20대,1,138.32,1.16,4990,83
16,312,시청역 1번출구 뒤,일일(회원),M,40대,1,27.17,0.23,980,6
16,191,정명학원,일일(회원),M,40대,1,238.31,1.64,7080,54
16,621,동대문중학교 옆,일일(회원),M,50대,1,166.54,1.5,6470,41
16,207,여의나루역 1번출구 앞,일일(비회원),F,20대,2,356.5,3.21,13850,100
16,421,마포구청 앞,일일(비회원),M,20대,1,209.52,1.89,8140,45
16,421,마포구청 앞,단체,M,40대,2,384.87,2.89,12460,92
16,808,서빙고동 금호맨션 앞,일일(2시간권),M,~10대,1,298.9,2.06,8880,98
17,170,가재울 뉴타운 주유소 옆,정기,F,~10대,1,67.95,0.61,2640,12
17,342,대학로 마로니에공원,정기,F,20대,1,10.99,0.17,730,3
